state,city,last_updated_day,PM10,PM2,NO2,NH3,SO2,CO,OZONE,AQI
Karnataka,Bangalore,2015-04-03,390.8,289.0,97.0,17.0,7.8,2.89,60.7,215.4
West Bengal,Kolkata,2015-04-03,256.9,289.2,124.8,4.7,51.5,5.45,67.6,481.8
Delhi,Delhi,2015-04-03,337.3,157.0,100.6,36.2,33.1,9.88,169.7,87.4
Delhi,Delhi,2015-04-04,31.5,419.1,83.8,29.6,48.7,8.36,2.9,400.4
West Bengal,Kolkata,2015-04-04,585.6,183.6,44.0,49.2,69.9,3.5,22.2,284.8
Karnataka,Bangalore,2015-04-04,454.7,62.6,133.9,9.5,29.9,9.23,118.6,435.6
Delhi,Delhi,2015-04-05,236.2,376.9,42.6,20.9,74.8,6.27,7.7,315.7
West Bengal,Kolkata,2015-04-05,351.9,491.4,21.7,24.5,32.8,3.62,108.3,99.5
Karnataka,Bangalore,2015-04-05,38.6,244.9,87.3,21.4,5.8,4.45,45.3,181.8
West Bengal,Kolkata,2015-04-06,254.2,7.3,126.7,35.5,57.6,5.31,105.7,247.3
Karnataka,Bangalore,2015-04-06,212.3,454.3,59.6,23.7,71.0,6.86,67.6,392.7
Delhi,Delhi,2015-04-06,175.9,131.4,50.1,15.8,32.0,8.33,5.2,467.2
Delhi,Delhi,2015-04-07,410.3,202.9,19.1,8.1,88.5,7.79,173.7,479.2
West Bengal,Kolkata,2015-04-07,285.6,128.3,78.8,5.6,61.5,3.87,90.5,211.8
Karnataka,Bangalore,2015-04-07,388.6,134.9,143.7,25.8,3.1,0.65,70.9,455.1
Delhi,Delhi,2015-04-08,148.9,190.5,59.0,16.7,79.1,7.91,19.8,134.2
West Bengal,Kolkata,2015-04-08,315.0,232.0,137.4,1.3,97.3,4.72,137.4,135.7
Karnataka,Bangalore,2015-04-08,365.9,148.1,57.3,22.3,91.2,9.5,197.0,96.6
Karnataka,Bangalore,2015-04-09,227.8,412.4,34.7,33.7,3.1,8.77,97.7,453.9
Delhi,Delhi,2015-04-09,131.5,263.4,72.8,42.5,16.0,7.04,113.1,198.1
West Bengal,Kolkata,2015-04-09,515.0,335.4,85.3,24.2,20.2,7.56,146.3,337.4
Karnataka,Bangalore,2015-04-10,90.5,421.2,105.0,24.5,78.8,3.64,56.8,128.7
West Bengal,Kolkata,2015-04-10,296.2,246.9,54.6,2.0,48.8,2.69,133.2,233.5
Delhi,Delhi,2015-04-10,426.9,279.6,15.6,34.7,44.2,8.84,35.1,37.9
Delhi,Delhi,2015-04-11,59.2,155.6,34.3,28.1,82.3,3.88,150.2,452.2
West Bengal,Kolkata,2015-04-11,143.6,176.1,65.6,23.0,68.5,5.98,40.5,280.3
Karnataka,Bangalore,2015-04-11,551.3,446.6,18.8,5.6,90.8,3.25,37.3,408.0
Delhi,Delhi,2015-04-12,494.1,435.4,97.2,41.5,33.2,1.58,71.0,397.7
West Bengal,Kolkata,2015-04-12,598.5,102.8,114.8,13.4,92.5,8.25,80.2,370.4
Karnataka,Bangalore,2015-04-12,460.4,86.7,83.4,47.8,21.2,7.65,144.1,112.3
West Bengal,Kolkata,2015-04-13,326.2,290.1,101.3,40.0,21.1,9.6,135.7,114.3
Karnataka,Bangalore,2015-04-13,434.7,331.5,147.0,37.1,14.2,6.58,46.0,74.3
Delhi,Delhi,2015-04-13,448.7,483.8,37.3,41.8,17.1,0.89,164.8,165.5
Delhi,Delhi,2015-04-14,290.0,451.6,79.5,31.0,48.2,1.71,45.8,75.9
West Bengal,Kolkata,2015-04-14,267.7,137.9,81.7,13.2,65.0,5.51,125.9,76.6
Karnataka,Bangalore,2015-04-14,349.1,121.0,108.5,41.6,56.6,0.5,70.6,397.1
Delhi,Delhi,2015-04-15,443.6,351.3,94.1,45.3,18.2,6.09,198.2,458.0
West Bengal,Kolkata,2015-04-15,375.2,49.3,22.8,25.5,82.7,4.14,177.6,253.3
Karnataka,Bangalore,2015-04-15,575.0,79.2,53.8,17.3,83.9,7.97,93.7,387.8
Karnataka,Bangalore,2015-04-16,54.0,365.7,122.2,49.4,29.9,1.24,75.4,478.1
Delhi,Delhi,2015-04-16,45.7,181.7,138.3,14.0,34.2,6.46,170.9,105.8
West Bengal,Kolkata,2015-04-16,386.4,481.5,101.0,35.3,3.3,2.8,192.3,175.8
Karnataka,Bangalore,2015-04-17,575.8,225.7,77.6,5.9,87.5,2.54,64.4,146.0
West Bengal,Kolkata,2015-04-17,466.8,269.2,4.1,48.5,55.3,1.79,37.3,192.9
Delhi,Delhi,2015-04-17,493.6,489.6,116.3,37.9,44.1,9.67,60.3,37.1
Delhi,Delhi,2015-04-18,554.0,137.9,12.7,5.3,63.2,2.43,119.7,379.0
West Bengal,Kolkata,2015-04-18,248.8,111.3,27.7,20.3,68.4,4.26,193.9,103.2
Karnataka,Bangalore,2015-04-18,39.3,72.7,9.8,28.0,7.3,4.2,168.2,360.4
Delhi,Delhi,2015-04-19,498.8,262.0,113.0,1.8,1.4,4.19,195.1,118.1
West Bengal,Kolkata,2015-04-19,294.8,419.7,109.8,33.8,52.5,8.4,86.4,43.9
Karnataka,Bangalore,2015-04-19,350.1,431.0,15.2,8.9,12.7,3.51,81.2,69.2
West Bengal,Kolkata,2015-04-20,335.1,380.5,116.1,4.6,78.5,9.86,11.3,305.8
Karnataka,Bangalore,2015-04-20,23.5,140.6,20.8,16.1,79.7,3.08,169.6,44.1
Delhi,Delhi,2015-04-20,460.0,188.2,96.9,14.0,100.0,5.18,37.3,269.1
Delhi,Delhi,2015-04-21,277.2,338.0,105.4,42.1,15.9,0.61,135.2,198.4
West Bengal,Kolkata,2015-04-21,219.9,358.2,94.3,24.1,4.5,7.55,136.6,43.5
Karnataka,Bangalore,2015-04-21,68.2,2.7,66.1,0.6,98.5,8.01,144.2,321.2
Delhi,Delhi,2015-04-22,464.4,398.5,18.8,6.3,76.1,1.28,68.3,40.4
West Bengal,Kolkata,2015-04-22,39.6,211.4,20.3,23.2,90.5,8.33,131.3,262.9
Karnataka,Bangalore,2015-04-22,114.3,246.3,10.6,12.5,3.9,9.33,84.5,138.1
Karnataka,Bangalore,2015-04-23,415.3,491.5,11.8,36.6,15.4,7.74,107.2,212.4
Delhi,Delhi,2015-04-23,242.7,124.2,87.0,46.3,80.9,3.85,98.8,252.3
West Bengal,Kolkata,2015-04-23,503.9,176.4,52.8,45.8,96.9,0.73,87.8,72.1
West Bengal,Kolkata,2015-04-24,519.7,177.1,141.4,34.7,68.9,5.43,15.8,344.3
Karnataka,Bangalore,2015-04-24,303.7,466.5,129.7,5.0,63.9,8.77,14.1,448.5
Delhi,Delhi,2015-04-24,513.2,287.7,108.1,22.0,61.1,2.97,6.3,256.2
Karnataka,Bangalore,2015-04-25,538.7,104.3,70.5,28.5,66.3,4.32,72.7,67.0
Delhi,Delhi,2015-04-25,11.7,204.1,10.2,18.0,51.3,6.0,42.1,181.9
West Bengal,Kolkata,2015-04-25,0.2,58.5,109.2,37.6,21.5,8.29,116.6,74.7
Delhi,Delhi,2015-04-26,41.4,106.1,16.0,0.1,59.1,8.81,195.2,12.9
West Bengal,Kolkata,2015-04-26,523.1,157.9,83.0,13.5,17.0,2.69,71.5,186.0
Karnataka,Bangalore,2015-04-26,420.5,285.2,7.8,17.0,8.6,0.57,54.1,273.6
Delhi,Delhi,2015-04-27,508.9,354.9,68.5,49.5,51.0,9.3,12.5,149.5
West Bengal,Kolkata,2015-04-27,276.2,166.8,125.5,36.5,39.2,1.28,151.6,234.3
Karnataka,Bangalore,2015-04-27,554.7,18.2,48.9,40.1,68.2,8.76,48.6,185.8
West Bengal,Kolkata,2015-04-28,496.1,157.2,4.3,43.7,2.5,5.83,199.5,33.6
Karnataka,Bangalore,2015-04-28,433.1,270.6,103.8,14.2,77.9,5.84,79.7,40.6
Delhi,Delhi,2015-04-28,196.2,173.6,145.9,0.4,78.5,8.03,45.2,149.9
Delhi,Delhi,2015-04-29,532.4,82.8,5.9,30.1,99.6,8.95,13.4,392.8
West Bengal,Kolkata,2015-04-29,269.8,284.5,118.7,16.9,40.9,4.59,103.4,200.2
Karnataka,Bangalore,2015-04-29,14.8,328.3,121.0,42.4,39.4,4.29,141.0,395.5
Delhi,Delhi,2015-04-30,351.2,334.1,68.0,0.0,19.9,1.69,27.9,106.3
West Bengal,Kolkata,2015-04-30,465.4,271.9,110.3,24.9,55.4,4.93,63.7,386.3
Karnataka,Bangalore,2015-04-30,133.9,326.2,103.5,36.9,96.1,9.63,143.9,397.5
Karnataka,Bangalore,2015-05-01,545.8,55.2,144.7,49.6,67.8,4.96,81.6,338.0
Delhi,Delhi,2015-05-01,97.0,176.8,133.9,48.1,4.5,5.01,66.4,139.2
West Bengal,Kolkata,2015-05-01,502.7,393.2,48.6,15.9,34.2,0.85,99.9,390.8
Karnataka,Bangalore,2015-05-02,473.6,144.9,85.0,27.7,35.9,3.84,104.2,261.1
West Bengal,Kolkata,2015-05-02,258.7,297.3,145.8,36.9,95.3,3.91,158.0,253.9
Delhi,Delhi,2015-05-02,560.8,117.2,92.5,36.3,19.9,9.82,148.1,288.3
Delhi,Delhi,2015-05-03,469.2,179.5,21.5,20.7,46.6,9.15,167.0,481.3
West Bengal,Kolkata,2015-05-03,369.1,324.8,10.7,44.5,80.2,9.93,83.7,319.2
Karnataka,Bangalore,2015-05-03,205.7,267.7,97.4,49.8,0.1,1.4,173.8,363.5
Delhi,Delhi,2015-05-04,486.1,404.1,124.6,40.2,83.1,0.11,99.4,339.7
West Bengal,Kolkata,2015-05-04,193.0,105.6,81.0,20.1,52.0,3.06,26.8,16.4
Karnataka,Bangalore,2015-05-04,77.3,498.7,114.3,49.6,39.4,0.79,174.7,236.3
West Bengal,Kolkata,2015-05-05,339.5,468.5,88.8,20.1,28.3,3.75,23.7,310.1
Karnataka,Bangalore,2015-05-05,173.3,449.4,22.7,33.2,27.3,3.47,27.7,59.7
Delhi,Delhi,2015-05-05,295.2,175.1,76.2,36.9,11.7,5.23,193.2,420.3
Delhi,Delhi,2015-05-06,343.3,20.7,18.5,35.6,18.4,3.94,37.6,482.3
West Bengal,Kolkata,2015-05-06,50.4,418.2,132.3,30.7,5.6,2.79,74.9,408.4
Karnataka,Bangalore,2015-05-06,105.4,436.4,85.0,45.2,2.3,8.36,170.4,416.8
Delhi,Delhi,2015-05-07,50.8,415.6,146.9,15.7,56.0,0.43,127.8,356.1
West Bengal,Kolkata,2015-05-07,232.7,412.1,11.9,1.0,19.0,8.76,38.0,228.5
Karnataka,Bangalore,2015-05-07,370.3,171.6,100.5,35.8,77.1,8.12,93.6,245.6
Karnataka,Bangalore,2015-05-08,330.8,285.6,122.6,12.6,98.7,0.81,51.6,386.8
Delhi,Delhi,2015-05-08,197.1,124.7,26.0,12.2,93.5,9.5,38.1,278.3
West Bengal,Kolkata,2015-05-08,227.9,460.6,104.2,31.6,2.1,0.06,176.8,382.6
Karnataka,Bangalore,2015-05-09,76.7,25.4,27.6,33.1,48.5,1.8,177.8,119.5
West Bengal,Kolkata,2015-05-09,436.0,405.8,12.4,33.0,85.7,7.03,191.0,383.2
Delhi,Delhi,2015-05-09,122.6,87.0,66.2,40.5,51.7,8.11,162.3,81.5
Delhi,Delhi,2015-05-10,330.4,23.0,135.5,14.3,55.3,0.06,25.3,440.0
West Bengal,Kolkata,2015-05-10,586.3,89.6,114.6,13.3,18.5,7.03,28.3,86.6
Karnataka,Bangalore,2015-05-10,436.6,285.4,100.3,39.9,13.2,3.13,67.1,409.1
Delhi,Delhi,2015-05-11,95.2,65.1,107.8,15.8,20.1,1.13,47.5,193.1
West Bengal,Kolkata,2015-05-11,84.4,398.0,20.3,5.1,23.1,6.86,36.4,282.9
Karnataka,Bangalore,2015-05-11,144.3,264.2,147.1,40.6,65.5,2.59,122.5,157.8
West Bengal,Kolkata,2015-05-12,546.7,451.8,116.4,29.7,68.7,1.98,11.3,487.9
Karnataka,Bangalore,2015-05-12,433.0,474.4,56.1,47.2,95.2,9.0,41.3,80.5
Delhi,Delhi,2015-05-12,431.4,83.8,118.0,6.9,62.5,1.34,16.5,18.5
Delhi,Delhi,2015-05-13,380.5,336.9,70.8,1.2,49.2,2.63,195.2,442.7
West Bengal,Kolkata,2015-05-13,409.3,7.0,21.1,35.5,25.1,0.89,137.8,190.9
Karnataka,Bangalore,2015-05-13,471.1,260.6,136.5,6.4,35.7,5.0,46.4,163.2
Delhi,Delhi,2015-05-14,17.8,315.5,52.9,16.1,36.0,3.63,172.2,43.9
West Bengal,Kolkata,2015-05-14,371.3,356.3,18.0,11.9,0.8,1.44,179.3,276.9
Karnataka,Bangalore,2015-05-14,582.1,354.6,120.8,47.3,76.2,2.28,185.0,421.0
Karnataka,Bangalore,2015-05-15,529.5,14.5,40.6,36.0,16.9,0.11,26.9,370.8
Delhi,Delhi,2015-05-15,186.4,151.4,46.6,15.2,28.0,7.97,132.7,28.9
West Bengal,Kolkata,2015-05-15,337.7,162.0,31.0,0.9,26.1,4.63,195.0,208.3
Karnataka,Bangalore,2015-05-16,53.0,470.5,58.5,13.9,8.8,8.38,52.6,184.0
West Bengal,Kolkata,2015-05-16,88.7,78.2,28.9,3.3,64.1,7.53,199.1,317.6
Delhi,Delhi,2015-05-16,507.4,373.4,4.5,47.5,7.7,9.97,123.4,272.4
Delhi,Delhi,2015-05-17,70.1,26.8,143.8,20.5,40.9,6.43,156.6,125.7
West Bengal,Kolkata,2015-05-17,207.5,22.7,21.3,35.4,92.0,7.07,153.8,110.0
Karnataka,Bangalore,2015-05-17,465.9,107.2,146.8,19.7,96.6,1.25,38.1,29.0
Delhi,Delhi,2015-05-18,191.1,379.6,93.5,34.3,11.6,8.24,97.4,47.8
West Bengal,Kolkata,2015-05-18,218.8,24.5,76.2,9.5,8.8,4.41,109.6,157.5
Karnataka,Bangalore,2015-05-18,446.2,137.5,113.9,28.8,40.4,6.57,177.3,23.6
West Bengal,Kolkata,2015-05-19,409.8,18.3,72.8,2.4,5.7,2.92,164.4,361.0
Karnataka,Bangalore,2015-05-19,505.1,58.5,66.6,25.0,68.0,1.11,59.9,386.5
Delhi,Delhi,2015-05-19,594.2,259.9,45.2,47.3,7.9,4.35,24.0,331.4
Delhi,Delhi,2015-05-20,95.7,243.1,121.4,20.4,4.7,8.6,41.4,404.5
West Bengal,Kolkata,2015-05-20,180.3,73.5,101.6,46.5,13.4,7.55,54.9,275.3
Karnataka,Bangalore,2015-05-20,440.2,302.6,64.9,31.5,62.2,5.94,123.5,415.1
Delhi,Delhi,2015-05-21,590.8,55.1,60.4,3.8,51.0,6.13,185.9,225.0
West Bengal,Kolkata,2015-05-21,114.1,471.9,141.8,12.3,16.2,6.8,90.9,258.3
Karnataka,Bangalore,2015-05-21,544.6,427.6,21.4,12.8,59.7,4.82,128.8,465.9
Karnataka,Bangalore,2015-05-22,196.1,209.4,13.1,26.8,17.9,6.47,72.9,155.6
Delhi,Delhi,2015-05-22,27.3,202.6,26.6,20.0,7.5,9.05,31.6,463.8
West Bengal,Kolkata,2015-05-22,388.5,315.6,87.9,37.8,34.7,1.35,53.5,410.3
West Bengal,Kolkata,2015-05-23,115.6,221.8,7.2,13.0,77.7,1.59,87.9,248.7
Karnataka,Bangalore,2015-05-23,298.2,23.4,147.6,44.3,8.1,2.51,150.6,141.2
Delhi,Delhi,2015-05-23,534.9,315.6,13.3,47.4,30.3,7.84,166.5,407.5
Delhi,Delhi,2015-05-24,406.7,293.9,98.9,7.0,12.2,7.48,177.4,409.6
West Bengal,Kolkata,2015-05-24,551.1,480.3,41.7,42.3,43.0,0.49,53.2,375.2
Karnataka,Bangalore,2015-05-24,54.7,30.4,47.1,0.3,99.1,8.16,90.2,301.2
Delhi,Delhi,2015-05-25,87.4,98.2,118.3,27.9,2.3,0.11,130.2,85.2
West Bengal,Kolkata,2015-05-25,183.5,248.5,121.7,15.2,42.3,6.6,108.0,129.7
Karnataka,Bangalore,2015-05-25,589.5,346.8,53.4,40.4,37.5,1.82,144.4,66.1
West Bengal,Kolkata,2015-05-26,567.7,281.6,58.6,33.6,77.7,8.88,171.6,46.0
Karnataka,Bangalore,2015-05-26,197.1,350.2,100.9,12.7,69.7,7.79,21.7,97.8
Delhi,Delhi,2015-05-26,477.0,435.5,33.3,6.2,27.9,7.02,125.9,311.9
Delhi,Delhi,2015-05-27,493.1,285.5,79.8,11.0,47.2,5.25,5.3,120.3
West Bengal,Kolkata,2015-05-27,415.2,92.8,115.2,33.9,58.8,0.8,43.0,200.7
Karnataka,Bangalore,2015-05-27,556.6,468.9,84.1,44.5,13.4,1.14,116.6,90.1
Delhi,Delhi,2015-05-28,107.5,265.1,85.7,15.3,10.9,8.04,178.1,254.0
West Bengal,Kolkata,2015-05-28,290.7,94.8,16.4,10.3,47.5,7.5,106.9,51.9
Karnataka,Bangalore,2015-05-28,111.8,462.3,71.1,33.3,66.6,6.51,59.7,86.8
Karnataka,Bangalore,2015-05-29,539.8,143.9,146.0,42.5,60.1,1.68,164.2,374.5
Delhi,Delhi,2015-05-29,257.0,101.5,116.7,34.9,8.5,2.01,22.0,45.2
West Bengal,Kolkata,2015-05-29,546.4,135.9,32.0,37.2,51.3,1.71,116.3,111.8
Karnataka,Bangalore,2015-05-30,77.0,91.3,133.9,41.4,7.9,3.58,120.5,419.1
West Bengal,Kolkata,2015-05-30,109.2,198.4,57.9,20.9,6.5,1.84,118.5,108.9
Delhi,Delhi,2015-05-30,569.3,277.1,129.0,14.4,29.1,9.01,182.4,44.8
Delhi,Delhi,2015-05-31,575.3,182.1,90.2,8.0,99.1,4.79,187.6,497.6
West Bengal,Kolkata,2015-05-31,458.2,211.4,112.0,21.6,44.7,2.24,108.8,277.2
Karnataka,Bangalore,2015-05-31,202.2,417.1,142.9,37.1,46.4,6.42,118.3,455.2
Delhi,Delhi,2015-06-01,318.5,220.4,128.6,1.3,71.7,4.55,29.2,458.9
West Bengal,Kolkata,2015-06-01,358.7,212.5,120.3,4.8,73.0,3.55,104.4,227.6
Karnataka,Bangalore,2015-06-01,149.5,272.8,62.6,29.9,51.0,7.27,63.7,429.8
West Bengal,Kolkata,2015-06-02,185.6,89.6,38.4,20.8,71.8,9.76,73.5,449.3
Karnataka,Bangalore,2015-06-02,384.1,320.5,44.9,40.8,82.3,8.71,59.8,13.3
Delhi,Delhi,2015-06-02,120.4,198.1,98.3,31.9,10.1,2.8,115.9,489.9
Delhi,Delhi,2015-06-03,27.8,275.8,90.8,23.3,49.0,8.05,56.9,287.1
West Bengal,Kolkata,2015-06-03,363.2,196.4,146.4,40.4,35.9,9.76,73.4,287.5
Karnataka,Bangalore,2015-06-03,110.5,310.3,68.1,46.5,65.0,0.13,145.7,40.6
Delhi,Delhi,2015-06-04,308.8,447.8,140.2,4.9,27.6,2.5,178.5,14.4
West Bengal,Kolkata,2015-06-04,418.6,239.0,128.5,11.7,72.0,2.53,54.4,55.8
Karnataka,Bangalore,2015-06-04,317.4,124.1,101.6,34.5,64.0,9.87,118.6,220.4
Karnataka,Bangalore,2015-06-05,468.0,9.8,104.1,12.1,93.7,9.29,24.9,403.5
Delhi,Delhi,2015-06-05,148.4,258.3,34.5,40.2,74.6,3.84,148.0,221.9
West Bengal,Kolkata,2015-06-05,113.6,35.2,107.2,24.6,31.2,3.53,71.3,317.9
Karnataka,Bangalore,2015-06-06,274.8,371.4,118.8,47.4,63.8,7.8,130.0,366.9
West Bengal,Kolkata,2015-06-06,599.6,94.0,85.1,43.4,27.9,5.07,141.4,25.9
Delhi,Delhi,2015-06-06,11.2,6.6,145.1,4.3,82.1,2.19,21.6,360.4
Delhi,Delhi,2015-06-07,27.5,268.8,51.8,25.6,86.2,6.59,100.7,210.0
West Bengal,Kolkata,2015-06-07,354.6,183.9,41.3,22.4,95.1,6.23,9.3,438.6
Karnataka,Bangalore,2015-06-07,298.5,363.3,62.2,14.6,88.3,2.86,10.1,453.3
Delhi,Delhi,2015-06-08,195.8,456.1,148.4,22.9,36.0,6.08,51.8,123.2
West Bengal,Kolkata,2015-06-08,40.7,109.6,10.8,43.1,9.7,4.52,103.5,83.7
Karnataka,Bangalore,2015-06-08,432.7,42.0,108.5,30.7,1.3,0.88,77.6,405.5
West Bengal,Kolkata,2015-06-09,510.2,437.3,49.2,20.9,10.4,6.65,174.7,341.1
Karnataka,Bangalore,2015-06-09,460.9,428.2,127.6,44.0,91.8,9.2,18.3,370.8
Delhi,Delhi,2015-06-09,455.1,126.9,51.4,24.5,24.5,9.03,172.6,299.2
Delhi,Delhi,2015-06-10,388.5,424.1,144.3,14.2,27.1,6.82,75.6,87.7
West Bengal,Kolkata,2015-06-10,48.4,470.2,24.1,26.1,13.6,3.43,193.5,220.6
Karnataka,Bangalore,2015-06-10,365.6,342.5,23.5,29.8,46.7,2.52,52.4,240.7
Delhi,Delhi,2015-06-11,443.1,16.5,3.2,49.9,6.1,7.55,110.2,255.6
West Bengal,Kolkata,2015-06-11,406.8,34.9,80.1,25.1,15.2,2.05,19.0,67.4
Karnataka,Bangalore,2015-06-11,409.7,181.4,43.3,37.2,36.4,6.2,183.5,98.3
Karnataka,Bangalore,2015-06-12,371.3,343.7,81.6,31.2,80.2,2.5,146.3,92.5
Delhi,Delhi,2015-06-12,326.1,341.6,70.5,49.1,98.8,5.43,139.8,152.9
West Bengal,Kolkata,2015-06-12,18.7,86.8,119.3,12.1,37.5,0.78,186.7,497.3
Karnataka,Bangalore,2015-06-13,437.9,98.6,63.8,28.0,65.9,9.17,92.3,193.6
West Bengal,Kolkata,2015-06-13,219.6,104.4,65.2,8.2,98.9,4.16,2.1,424.8
Delhi,Delhi,2015-06-13,149.8,323.6,7.8,40.8,51.9,3.26,95.6,366.6
Delhi,Delhi,2015-06-14,432.0,150.5,125.8,9.4,40.6,8.0,158.4,295.6
West Bengal,Kolkata,2015-06-14,540.3,68.2,73.3,46.2,7.0,6.0,42.6,469.1
Karnataka,Bangalore,2015-06-14,14.2,441.3,100.8,15.7,74.3,8.17,129.5,160.7
Delhi,Delhi,2015-06-15,94.7,181.0,55.7,46.6,62.9,5.51,154.0,188.5
West Bengal,Kolkata,2015-06-15,523.7,483.3,38.0,47.8,9.5,3.29,125.5,241.8
Karnataka,Bangalore,2015-06-15,507.3,194.0,77.8,40.3,82.1,1.45,144.8,409.3
West Bengal,Kolkata,2015-06-16,495.4,105.6,124.0,19.3,61.6,4.27,188.1,275.9
Karnataka,Bangalore,2015-06-16,320.9,482.6,0.9,37.0,62.6,7.36,184.8,172.4
Delhi,Delhi,2015-06-16,3.7,335.7,17.4,33.3,22.9,7.7,156.7,50.7
Delhi,Delhi,2015-06-17,327.5,109.8,82.0,13.6,38.3,8.14,2.5,399.3
West Bengal,Kolkata,2015-06-17,65.1,235.7,79.7,33.1,18.5,7.42,40.6,255.9
Karnataka,Bangalore,2015-06-17,186.0,147.4,145.4,45.4,15.8,6.2,84.2,194.8
Delhi,Delhi,2015-06-18,28.3,464.1,16.8,18.9,8.8,5.1,105.8,290.1
West Bengal,Kolkata,2015-06-18,148.0,174.9,86.6,23.3,9.3,2.72,56.3,414.6
Karnataka,Bangalore,2015-06-18,451.4,196.8,1.2,13.2,26.5,7.66,184.3,110.8
Karnataka,Bangalore,2015-06-19,169.2,227.3,114.0,25.2,99.6,0.12,64.6,203.8
Delhi,Delhi,2015-06-19,172.7,220.1,53.5,49.3,22.4,3.37,118.8,352.2
West Bengal,Kolkata,2015-06-19,416.4,301.1,75.9,12.4,88.0,0.86,46.6,58.9
West Bengal,Kolkata,2015-06-20,361.8,322.6,102.0,6.5,10.7,1.69,55.9,455.4
Karnataka,Bangalore,2015-06-20,470.6,481.3,18.1,6.3,25.9,3.67,75.8,58.5
Delhi,Delhi,2015-06-20,513.6,332.9,137.6,38.1,1.0,1.66,77.7,190.1
Karnataka,Bangalore,2015-06-21,93.4,92.7,125.4,25.1,74.2,2.86,186.1,50.5
West Bengal,Kolkata,2015-06-21,77.1,196.5,104.3,26.6,67.7,6.76,178.4,149.5
Delhi,Delhi,2015-06-21,310.3,309.8,30.1,43.6,5.1,4.89,49.4,184.5
Delhi,Delhi,2015-06-22,330.2,36.8,4.6,7.2,0.6,5.53,53.6,182.5
West Bengal,Kolkata,2015-06-22,576.7,182.4,52.1,0.1,87.6,5.19,110.8,90.2
Karnataka,Bangalore,2015-06-22,384.6,290.1,144.6,48.9,74.4,0.44,98.1,344.1
Delhi,Delhi,2015-06-23,515.0,63.6,49.7,2.7,0.7,7.15,96.5,232.7
West Bengal,Kolkata,2015-06-23,323.2,100.4,130.3,3.1,28.5,1.28,104.6,188.1
Karnataka,Bangalore,2015-06-23,346.6,479.7,80.6,35.1,31.4,7.4,132.3,404.7
West Bengal,Kolkata,2015-06-24,368.1,206.1,56.9,7.2,55.0,5.97,77.6,127.7
Karnataka,Bangalore,2015-06-24,525.8,375.0,19.0,17.6,94.9,6.39,91.2,121.1
Delhi,Delhi,2015-06-24,62.6,172.0,67.5,30.2,27.1,0.79,85.8,149.5
Delhi,Delhi,2015-06-25,582.9,405.8,109.7,24.5,42.8,6.76,56.1,98.8
West Bengal,Kolkata,2015-06-25,547.1,161.5,61.3,6.8,92.5,6.6,130.3,125.9
Karnataka,Bangalore,2015-06-25,240.8,4.9,1.5,37.1,19.5,4.19,27.0,449.7
Delhi,Delhi,2015-06-26,189.9,11.5,135.4,49.1,83.4,5.44,159.5,288.2
West Bengal,Kolkata,2015-06-26,303.4,5.4,74.0,19.8,74.3,9.95,160.2,247.0
Karnataka,Bangalore,2015-06-26,282.6,449.5,12.0,34.7,85.0,0.37,125.1,137.0
Karnataka,Bangalore,2015-06-27,63.5,347.0,29.4,44.4,88.3,6.71,9.3,390.0
Delhi,Delhi,2015-06-27,479.0,489.2,68.3,33.2,34.0,3.21,178.9,34.8
West Bengal,Kolkata,2015-06-27,366.2,45.0,9.3,11.1,16.0,6.12,45.0,144.1
Karnataka,Bangalore,2015-06-28,408.0,494.9,119.8,23.9,99.0,5.71,140.1,193.1
West Bengal,Kolkata,2015-06-28,89.8,49.3,80.2,5.5,16.8,9.76,137.2,211.6
Delhi,Delhi,2015-06-28,112.9,270.3,80.4,27.9,42.4,5.15,171.0,362.3
Delhi,Delhi,2015-06-29,300.0,429.1,132.0,2.4,31.5,5.31,89.0,484.0
West Bengal,Kolkata,2015-06-29,515.1,355.9,82.3,36.8,53.9,2.79,173.2,155.4
Karnataka,Bangalore,2015-06-29,129.9,374.9,143.7,16.8,9.2,7.33,21.9,210.7
Delhi,Delhi,2015-06-30,237.7,121.3,111.3,48.6,48.0,8.79,167.1,47.5
West Bengal,Kolkata,2015-06-30,510.6,328.0,108.3,13.5,1.2,0.67,32.5,391.5
Karnataka,Bangalore,2015-06-30,375.2,199.5,98.6,7.2,20.2,9.02,17.9,391.8
West Bengal,Kolkata,2015-07-01,363.5,293.6,64.5,39.8,98.5,7.11,96.9,146.2
Karnataka,Bangalore,2015-07-01,227.7,338.8,100.8,17.0,39.5,2.87,19.8,115.4
Delhi,Delhi,2015-07-01,523.1,196.1,117.8,5.9,0.8,5.38,145.2,401.2
Delhi,Delhi,2015-07-02,104.2,210.4,16.6,48.4,84.7,4.71,111.4,301.3
West Bengal,Kolkata,2015-07-02,599.1,338.2,88.1,8.8,41.4,1.62,53.4,30.1
Karnataka,Bangalore,2015-07-02,278.5,140.0,106.0,42.0,24.8,5.35,155.4,295.9
Delhi,Delhi,2015-07-03,95.2,352.0,139.6,40.8,3.2,6.53,174.6,409.4
West Bengal,Kolkata,2015-07-03,340.1,198.0,148.1,40.8,21.9,3.87,96.0,85.9
Karnataka,Bangalore,2015-07-03,166.6,334.8,26.1,42.9,87.0,8.67,197.6,436.6
Karnataka,Bangalore,2015-07-04,206.9,87.7,45.1,42.8,14.9,6.44,65.9,25.1
